pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
thomas,became,regular,thomas,made,his league debut,tier2_semantic,0.8833
mohamoud ali shire,controlled,region,mohamoud ali shire,controlled,somalia region,tier2_semantic,0.8833
kelsang gyatso,made,programmes compulsory,kelsang gyatso,made compulsory,pursuit his new programmes,tier2_semantic,0.8823
buildings,can,be inferred,positions,can still be inferred of,some buildings,tier2_semantic,0.8823
he,does,touring,he,still is touring,full time,tier2_semantic,0.882
he,believed,memnon s scorched earth strategy would work here,he,believed that,memnon s scorched earth strategy would work battle granicus river,tier2_semantic,0.8814
court order,not causes,stop printing,court,ordered to stop printing,three months,tier2_semantic,0.8811
gwen andrews,provides,same kind feminine interest tess trueheart,tracy s secretary gwen andrews,provides the same kind of feminine interest as,tess trueheart,tier2_semantic,0.8806
band reploids,marvel,his skills,band reploids,marvel at,his skills,tier2_semantic,0.88
rsno,used as,recording venue,rsno s base,also used as,its recording venue,tier2_semantic,0.8799
henri de saint simon,could believed,industrial work relations,owen henri de saint simon,believed that,ills industrial work relations could be removed,tier2_semantic,0.8799
dieu et mon droit,can,god my whole body law,motto dieu et mon droit,to say,god my whole body law,tier2_semantic,0.8795
cob,rather than,breed,cob,a body type rather than,breed,tier2_semantic,0.8795
language b,arrives,territory,language b,begins to supplant,language,tier2_semantic,0.8795
alexander,without passed,without any problems,alexander,passed through without any problems,defile,tier2_semantic,0.8793
he,reprieved,month,he,subsequently,reprieved month then again week,tier2_semantic,0.8785
higher court,reviewed,case,different judge,ordered,case reviewed higher court,tier2_semantic,0.8784
he,awoke,when,he,instead awoke,seven years too early,tier2_semantic,0.8783
shi,believe,caliphs,shi,believe to be usurpers,all other caliphs,tier2_semantic,0.8781
insurer,sponsored,golf tournament,insurer,sponsored,golf tournament known new orleans open beginning,tier2_semantic,0.878
unruly passengers,taken,custody,unruly passengers,often put off to,taken custody,tier2_semantic,0.8775
attempted murder,carries,maximum penalty,attempted murder,as,attempt,tier2_semantic,0.8768
subscribers,called,complaints,subscribers,called in,complaints suspension,tier2_semantic,0.8766
greek roman pagans,might saw,their relations gods,roman pagans,relations with,gods,tier2_semantic,0.8764
triangle workshop,held,thirty sculptors painters,first triangle workshop,for,thirty sculptors painters us uk canada,tier2_semantic,0.8762
manual,describes,opponent s weaknesses,manual warriors,describes,necessity understanding opponent s weaknesses,tier2_semantic,0.8757
country,raise,funds,funds,raise,across country,tier2_semantic,0.8754
two songs,can be viewed as,debate,two songs,can be viewed as,debate opposing attitudes love found throughout play,tier2_semantic,0.8752
2004 2005 ram srt 10,excluding,special editions,ram srt 10,redesigned,2006,tier2_semantic,0.875
he,batted,260,he,batted,260 64 games primarily second base,tier2_semantic,0.8745
families,switch,affiliations,families,known to switch,affiliations,tier2_semantic,0.8741
he,toured,extensively,he,toured extensively,throughout world,tier2_semantic,0.874
his chances,no thought,be,his chances,of,surviving,tier2_semantic,0.8737
big gun clubs,establish,rules,each big gun club,reserves the ability to establish,its own rules,tier2_semantic,0.8735
big gun clubs,operate,based upon,big gun clubs,operate based upon,loose confederation,tier2_semantic,0.8733
he,made,bombs,he,said to have made,bombs fun,tier2_semantic,0.873
she,resigns,after,she,resigns,after events last precinct,tier2_semantic,0.8724
gavin hood,best known for,writing directing,gavin hood,best known for writing,academy award winning foreign language film tsotsi,tier2_semantic,0.8717
first,may has severity,mw 6 0,first,a severity of,mw 6 0,tier2_semantic,0.8716
latchford viaduct,operational,keep latchford viaduct operational,viaduct,at,latchford,tier2_semantic,0.8715
she,published,workshops,she,published research publications including,workshops,tier2_semantic,0.8714
motorcycle speedway,held,meeting,motorcycle speedway meeting,a,long track meeting held uk,tier2_semantic,0.8714
he,does,writing,he,still is writing,full time,tier2_semantic,0.871
spectrum,improves,averaging repeated acquisitions,signal noise ratio,improves readily with averaging of,repeated acquisitions,tier2_semantic,0.8709
philippe saisse,features,performances,single,features performances by,philippe saisse,tier2_semantic,0.8709
fishing boats,typically,one more,fishing boats,typically,one more cargo holds,tier2_semantic,0.8707
haile selassie,retained,effective power,haile selassie,retained,effective power while extending political participation people allowing lower house parliament become elected body,tier2_semantic,0.8706
second station,on,bristol north somerset railway,town,served by,second station bristol north somerset railway welton valley,tier2_semantic,0.8698
senai airport interchange,shares,main link,senai airport interchange,near,senai airport,tier2_semantic,0.8695
brutus,requested,information,similar requests,made to,brutus,tier2_semantic,0.8689
department,came under,grant aid scheme,department,came under,grant aid scheme government karnataka,tier2_semantic,0.8687
thermal expansion,caused by,thermal relief valves,excess pressure,caused by,thermal expansion,tier2_semantic,0.8687
us 258,before,river,us 258,cross,tar river,tier2_semantic,0.8685
library board,charged with,reviewing,library board,charged with reviewing,system wide standards,tier2_semantic,0.8682
yost,may replacing,hillman,yost,replacing,trey hillman,tier2_semantic,0.8682
most,depended,tourism,most economy,depended on,tourism,tier2_semantic,0.8682
kelsang gyatso,against,geshe studies programme,kelsang gyatso,became also outspoken against,geshe studies programme,tier2_semantic,0.8679
li,holds,definitional power,li,holds definitional power in,belief system,tier2_semantic,0.867
marne river,not navigable,temporary sandbanks,canal de l ourcq,destined to the inland navigation,when marne river is not navigable because temporary sandbanks,tier2_semantic,0.8668
porter,can is known as,three generic strategies,these,known as,porter s three generic strategies,tier2_semantic,0.8667
dr jagan,involved,organization,dr jagan,personally involved,organization strike,tier2_semantic,0.8665
three stations,network,tv8,tv8 network,establishment,between three stations,tier2_semantic,0.8663
competitive level,practiced at,wakeboarding,wakeboarding,practiced by,men,tier2_semantic,0.8661
michael,plans,leaving,michael,plans on leaving behind for good,his family,tier2_semantic,0.866
persian contingent,without soon,abandoned,persian contingent,abandoned,defile,tier2_semantic,0.8659
davis,recorded,albums,davis,recorded with,producer leo graham,tier2_semantic,0.8653
float arm,rotates,magnet,float arm inside tank,rotating,magnet,tier2_semantic,0.8652
noh,nature,explained,noh s nature,explained in,first volume series,tier2_semantic,0.865
station,redesigned,internally,concourse,internally redesigned,station,tier2_semantic,0.865
private television stations,dedicate,programs,all private television stations,required to dedicate airtime to,programs created community groups,tier2_semantic,0.8645
lydia iovanne,assisting,process,lydia iovanne,assisting in,recording process,tier2_semantic,0.8644
tensions,existed between,triple alliance triple entente,algeciras conference,worsened,tensions between triple alliance triple entente,tier2_semantic,0.8643
strike,obtained,political support,strike,obtained,political support political affairs committee,tier2_semantic,0.8637
origin,closely connected with,definition dogma immaculate conception b v m,origin missionaries sacred heart,closely connected with,definition dogma immaculate conception b v m,tier2_semantic,0.8636
its bus operations,merged with,another city owned company,its bus operations,merged with,another city owned company suomen turistiauto form new bus company called helsingin bussiliikenne,tier2_semantic,0.8631
gen eleazer wheelock ripley,remembered,battle lundy s lane,officer gen eleazer wheelock ripley,mainly remembered for,battle lundy s lane,tier2_semantic,0.8622
2005 model,introduced,third row seats,2005 model,introduced to the pathfinder line,third row seats,tier2_semantic,0.8621
god,desired,dwelling place,god,desired a dwelling place,lower realms,tier2_semantic,0.862
glyphipterigidae,a subfamily of,modern classifications,it,often treated as,subfamily glyphipterigidae family,tier2_semantic,0.8619
jesus,not accepted as,son,jesus,not accepted by muslims as,son,tier2_semantic,0.8612
300 soldiers,defeat,several attacks,300 soldiers 1st ss battalion,able to defeat,several attacks building,tier2_semantic,0.8611
barrie,appeared,episodes,barrie,appeared in,episode alfred hitchcock presents,tier2_semantic,0.8607
his body,laid to rest,st gwynno church,his body,laid to rest at,st gwynno church llanwynno forestry,tier2_semantic,0.8607
gimp,can supports,high bit depths,mainline gimp,no support for,high bit depths,tier2_semantic,0.8603
russell wilson,beat,new england patriots,new england patriots,beat,24 23,tier2_semantic,0.86
naguib,distancing,rcc s land reform decrees,naguib,began showing signs of independence by,distancing himself rcc s land reform decrees,tier2_semantic,0.8597
video concert hall,ran,usa network,video concert hall,ran daily on,usa network,tier2_semantic,0.8594
18th century binding,a binding of,atlas,andrea bianco s atlas 1436,in,18th century binding,tier2_semantic,0.8593
scam websites,co opted,photograph,scam websites,co opted,photograph her,tier2_semantic,0.8593
fight,ended,hardly scratch,fight,ended with hardly a scratch on,langford,tier2_semantic,0.8591
cameraman,crashed into,knievel,knievel s accident,caused,permanent injury cameraman,tier2_semantic,0.859
fernando cabello,assisting,process,fernando cabello,assisting in,recording process,tier2_semantic,0.8589
new engleberg,erected into,abbey,benedictine monastery new engleberg conception,erected into,abbey,tier2_semantic,0.8589
aiseau,dedicated,agriculture,aiseau,a village,dedicated agriculture,tier2_semantic,0.8586
