pred_s,pred_p,pred_o,gt_s,gt_p,gt_o,tier,triple_sim
attack squadron 725,part of,carrier air wing reserve twenty,attack squadron 725,became part of,carrier air wing reserve twenty,tier2_semantic,0.9104
kevlar,known for,strength,carbon fiber kevlar,known for its,strength,tier2_semantic,0.9101
yesler way,separates,two different plats,yesler way,marks the boundary between,two different plats,tier2_semantic,0.91
western brown snakes,found,main island northern group,western brown snakes,limited to,main island northern group,tier2_semantic,0.9099
salahuddin,won,assembly seat,salahuddin,won from,patharghatti assembly seat,tier2_semantic,0.9099
nc 122,parallel,river,nc 122,parallel,river north before diverge,tier2_semantic,0.9098
university florida,refused,byx,university florida,refused to recognize,byx,tier2_semantic,0.9096
he,chose,confrontation,he,chose a,path confrontation,tier2_semantic,0.9096
mlada,bride,yaromir,mlada,bride of,yaromir,tier2_semantic,0.9095
louis pasteur,performed,rabies vaccination,rabies vaccination,by,louis pasteur,tier2_semantic,0.9095
interest,affects,level personal importance,interest event,specifically affects,level personal importance individual,tier2_semantic,0.9094
narrator,grabbed,suitcase,narrator,instead has grabbed,her suitcase,tier2_semantic,0.9092
prahran malvern tramways trust,extended,line,prahran malvern tramways trust,opened,line along,tier2_semantic,0.9092
golf tournament,known as,new orleans open,golf tournament beginning 1981,known as,new orleans open,tier2_semantic,0.9091
town,served by,bristol north somerset railway,town,served by,second station bristol north somerset railway welton valley,tier2_semantic,0.909
lozano,resides,venezuela,lugo lozano,continue to reside in,venezuela,tier2_semantic,0.909
gypsy horse,sought,name,more descriptive name,sought for,gypsy horse,tier2_semantic,0.9089
act rugby union,changed to,brumbies rugby,name team,changed to,brumbies rugby,tier2_semantic,0.9087
darwin,matriculated,senate house,darwin,matriculated,university s senate house,tier2_semantic,0.9087
mutation,gives,dexterity,mutation,gives him,superhuman dexterity,tier2_semantic,0.9084
rebbes,of,nadvorna dynasty,many nadvorna dynasty s descendants,become,rebbes,tier2_semantic,0.9082
line,extended,malvern east,line,extended,darling road malvern east,tier2_semantic,0.9081
squadron,transitioned,4l skyhawk,squadron,transitioned to flying,4l skyhawk,tier2_semantic,0.908
charles city equipment,transferred,mason city,charles city equipment,transferred to,mason city,tier2_semantic,0.9079
pair,running workshops,became triangle arts trust,idea running workshops professional artists,became,triangle arts trust,tier2_semantic,0.9077
he,awoke,smaller meteorite hit earth,he,instead awoke,when smaller meteorite hit earth 1992,tier2_semantic,0.9076
he,opposing,regulator movement,he,heavily involved in opposing,regulator movement,tier2_semantic,0.9075
studio,entered,homeless man,homeless man,wandered into,studio,tier2_semantic,0.9074
lakha,live,speakers,speakers lakha,live,north,tier2_semantic,0.9072
piers,signify,tower,very large piers crossing,signify that there,tower,tier2_semantic,0.9072
they,returned,second division,they,returned to,second division first attempt,tier2_semantic,0.9072
attack squadron 725,part of,nartu glenview,attack squadron 725,part of,nartu,tier2_semantic,0.9071
gonzalez,defrauding,west bronx neighborhood association inc,gonzalez,accused of defrauding,west bronx neighborhood association inc,tier2_semantic,0.9068
fireteam,contains,basic rifleman position,rifleman position,basic,fireteam,tier2_semantic,0.9067
reptiles,identified,western brown snakes,reptiles identified during surveys,include,western brown snakes,tier2_semantic,0.9066
car,engine,chevrolet 350 ci v8 racing engine,car,based around,rodeck resleevable modified chevrolet 350 ci v8 racing engine,tier2_semantic,0.9065
willie henderson,produced,singles,willie henderson,produced,big r b singles,tier2_semantic,0.9064
community empowerment networks,consist of,voluntary third sector organisations,community empowerment networks,networks of,collection local third sector organisations groups,tier2_semantic,0.9063
ballast tanks,equipped,its stability,ballast tanks,equipped to modify,ship s stability,tier2_semantic,0.9063
air strikes,against,japanese home islands,carriers,as they launched,heavy air strikes against japanese home islands,tier2_semantic,0.9061
john buchan,influenced by,it,it,a notable influence on,john buchan,tier2_semantic,0.906
childers,book,most powerful contribution debate britain s alleged military unpreparedness,childers s book,remained,most powerful contribution any english writer debate britain s alleged military unpreparedness,tier2_semantic,0.9058
he,became,mayor pittsburgh s history,he,became,youngest mayor pittsburgh s history,tier2_semantic,0.9053
three rivers cemetery,contains,roderick,roderick,buried at,three rivers cemetery,tier2_semantic,0.9053
british railways,renamed,midsomer norton upper,s d station,renamed under british railways as,midsomer norton upper,tier2_semantic,0.9052
each,influenced,her development person,each these people,influenced,her development person,tier2_semantic,0.9052
george h w bush,stayed,aboard,former us president george h w bush,stayed,aboard,tier2_semantic,0.9048
organic compounds,can carry,current,finding,indicated that,organic compounds could carry current,tier2_semantic,0.9047
he,in,jail,he,spent,jail,tier2_semantic,0.9043
kostabi,release,songs sumera,kostabi s other releases,include,songs sumera,tier2_semantic,0.9042
barrie,in,alfred hitchcock presents,barrie,appeared in,episode alfred hitchcock presents,tier2_semantic,0.9041
clitheroe rural district,united with,it,it,united with,clitheroe rural district part ribble valley district,tier2_semantic,0.9041
increase,in,entropy,this,leading to,increase entropy,tier2_semantic,0.9038
four toed earless skink,found,main island northern group,four toed earless skink,limited to,main island northern group,tier2_semantic,0.9038
chapels,oriented to,east,emphasis,placed on,orientation chapels east,tier2_semantic,0.9036
his christian beliefs,fit,evidence,he,seeking to show that,his christian beliefs fit best evidence,tier2_semantic,0.9034
electric boat co,launched,greenfish,greenfish,commissioned by,electric boat co,tier2_semantic,0.9033
fernando cabello,recording,process,fernando cabello,assisting in,recording process,tier2_semantic,0.9033
he,served,scottish forces,he,probably saw active service as,soldier scottish forces,tier2_semantic,0.9033
brumbies,finished,super 12,brumbies,finished at the top of,super 12 table,tier2_semantic,0.9032
services,reasonably calculated,student progress,these services,reasonably calculated to yield,meaningful student progress,tier2_semantic,0.9032
peter bywaters,offers,personal english second language tuition,peter bywaters,offers,personal english second language,tier2_semantic,0.9032
milligan,lose,1 0,they,beat 1 0,milligan,tier2_semantic,0.9031
rebeca vega,performs,vocalist,rebeca vega,a,vocalists,tier2_semantic,0.9028
descartes,proposes,philosophical analysis,it,standing in contrast to,descartes s philosophical analysis,tier2_semantic,0.9028
mix,contains,chill peppers,mix,of,chill peppers,tier2_semantic,0.9027
keats,desired,become doctor,keats,it seems had a genuine desire to become,doctor,tier2_semantic,0.9026
tsunami,causes,people be killed,8 people,killed in,ensuing tsunami,tier2_semantic,0.9025
latchford viaduct,operational,operational,viaduct,at,latchford,tier2_semantic,0.9022
new york city,iconic,europeans,new york city,also iconic for,many europeans,tier2_semantic,0.902
habitat humanity,formed,partnership,abs,formed a partnership with,habitat humanity,tier2_semantic,0.9019
motherboards,use,intel 6 series lga 1155 chipset,several consumer oriented motherboards,using,intel 6 series lga 1155 chipset,tier2_semantic,0.9019
kettering,location,goods depot,goods depot,exists,kettering,tier2_semantic,0.9019
mutation,gives,endurance,mutation,gives him,superhuman endurance,tier2_semantic,0.9018
she,played the role of,lesley ann warren s character,she,appeared as,mother lesley ann warren s character,tier2_semantic,0.9018
battle lundy s lane,fought by,gen eleazer wheelock ripley,officer gen eleazer wheelock ripley,mainly remembered for,battle lundy s lane,tier2_semantic,0.9018
korban tamid,cease,temple altar,korban tamid temple altar,cessation with,destruction temple,tier2_semantic,0.9017
gravestone,erected,1866,large gravestone,erected in,1866,tier2_semantic,0.9016
kasim mehaddi hilas,said,one day he asked graner time,kasim mehaddi hilas,said that,one day he asked graner time so he could pray,tier2_semantic,0.9013
san francisco,influences,country,san francisco,greatly influenced,country,tier2_semantic,0.9013
samaritan hebrew,calls,shamerim,shamerim,in,samaritan hebrew,tier2_semantic,0.9008
philippe saisse,performs,keyboardist,philippe saisse,a,keyboardist,tier2_semantic,0.9008
rcpo,concluded,convictions,rcpo,convictions in,88 cases,tier2_semantic,0.9005
tom mcmorran,joined,band,tom mcmorran,joined,band after mark portmann left,tier2_semantic,0.9002
michael,leaves,family,michael,plans on leaving behind for good,his family,tier2_semantic,0.9001
republicans,came,out hiding,many republicans,come out of,hiding,tier2_semantic,0.9
he,receive,god,he,receiving,name god,tier2_semantic,0.8999
knowledge,pertains to,event,knowledge interest,pertaining to,event,tier2_semantic,0.8996
results,show,acoustic mimicry complexes,batesian results,indicate,acoustic mimicry complexes,tier2_semantic,0.8995
riding,in,ontario,ontario,in,canada,tier2_semantic,0.8994
arsenal,became,side,thomas,soon became,regular arsenal side,tier2_semantic,0.8988
keats,trained at,guy s hospital,keats,medical training at,guy s hospital,tier2_semantic,0.8987
redhat,identified,problems,redhat engineers,identified problems with,propolice,tier2_semantic,0.8986
she,would become,administrator,she,would become,administrator home poor women,tier2_semantic,0.8985
squadron,flew,4b skyhawk,squadron,flying,4b skyhawk,tier2_semantic,0.8981
founder,honour,blessed virgin,founder,pledged himself to honour in a special manner,blessed virgin,tier2_semantic,0.898
langford,kept,walcott,langford,kept with his longer reach,walcott,tier2_semantic,0.8976
johns,appeared as,empire strikes back,johns,also appeared in,1980 star wars sequel empire strikes back,tier2_semantic,0.8975
barrie,starred,second,second,also starred,barrie,tier2_semantic,0.8974
komo,broadcast,full stereo sound,komo,broadcast in full stereo sound,daily programming,tier2_semantic,0.8971
mason city division,continues,operate,mason city division,continued to operate as usual,meanwhile,tier2_semantic,0.8969
