sent_id,sentence,Subject,Predicate,Object,drop_reason
sent_0252,"It deals with cases of fraud in relation to direct taxes and indirect taxes , tax credits , drug smuggling , and money laundering , cases involving United Nations trade sanctions , conflict diamonds and CITES .",cases,involve,CITES,predicate_not_grounded
sent_0253,The Commissioner of Parks and Public Property heads one of the departments in those local governments in New Jersey that operate under the Walsh Act form of municipal governance .,one of the departments,is headed by,Commissioner of Parks and Public Property,predicate_not_grounded
sent_0253,The Commissioner of Parks and Public Property heads one of the departments in those local governments in New Jersey that operate under the Walsh Act form of municipal governance .,those local governments,have,Commissioner of Parks and Public Property,predicate_not_grounded
sent_0253,The Commissioner of Parks and Public Property heads one of the departments in those local governments in New Jersey that operate under the Walsh Act form of municipal governance .,Commissioner of Parks and Public Property,is a head of,one of the departments,predicate_not_grounded
sent_0253,The Commissioner of Parks and Public Property heads one of the departments in those local governments in New Jersey that operate under the Walsh Act form of municipal governance .,New Jersey,has,local governments,predicate_not_grounded
sent_0255,"Moreover , some sponsors pulled their advertising off XM in protest of the suspension .",XM,have,suspension,predicate_not_grounded
sent_0256,"He is also known for his `` Aramata Collection '' , a private library housing thousands of rare books from the 18th and 19th centuries .",He,has,private library,predicate_not_grounded
sent_0256,"He is also known for his `` Aramata Collection '' , a private library housing thousands of rare books from the 18th and 19th centuries .",He,has,thousands of rare books,predicate_not_grounded
sent_0256,"He is also known for his `` Aramata Collection '' , a private library housing thousands of rare books from the 18th and 19th centuries .",Aramata Collection,contains,thousands of rare books,predicate_not_grounded
sent_0256,"He is also known for his `` Aramata Collection '' , a private library housing thousands of rare books from the 18th and 19th centuries .",Aramata Collection,contains,rare books,predicate_not_grounded
sent_0256,"He is also known for his `` Aramata Collection '' , a private library housing thousands of rare books from the 18th and 19th centuries .",Aramata Collection,contains,books,predicate_not_grounded
sent_0256,"He is also known for his `` Aramata Collection '' , a private library housing thousands of rare books from the 18th and 19th centuries .",Aramata Collection,contains,18th and 19th centuries,predicate_not_grounded
sent_0260,"After leaving , he tried to find acting jobs and worked as an Elvis impersonator for a short time .",he,worked,as,object_not_grounded
sent_0260,"After leaving , he tried to find acting jobs and worked as an Elvis impersonator for a short time .",he,worked,for,object_not_grounded
sent_0261,"Frowin founded the Benedictine monastery of New Engleberg at Conception , which was erected into an abbey in 1881 .",New Engleberg,is located at,Conception,predicate_not_grounded
sent_0261,"Frowin founded the Benedictine monastery of New Engleberg at Conception , which was erected into an abbey in 1881 .",Conception,is the location of,New Engleberg,predicate_not_grounded
sent_0262,"The northern terminus of this section is at Senai Airport Interchange near Senai Airport , while it shares the same Kilometre Zero with the main link .",Senai Airport Interchange,located at,Senai Airport,predicate_not_grounded
sent_0263,He was appointed Commander of the Order of the British Empire in the 1948 Queen 's Birthday Honours and was knighted in the 1953 Coronation Honours .,He,was knighted,in,object_not_grounded
sent_0263,He was appointed Commander of the Order of the British Empire in the 1948 Queen 's Birthday Honours and was knighted in the 1953 Coronation Honours .,He,was appointed,in,object_not_grounded
sent_0264,In 2004 the Oxford English University Press included Makaton as a common usage word in the Oxford English Dictionary .,2004,occurred,year,object_ungroundable
sent_0264,In 2004 the Oxford English University Press included Makaton as a common usage word in the Oxford English Dictionary .,Oxford English University Press,published,Oxford English Dictionary,predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,friends,predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, were, said",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, made, bombs",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, made, for",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, made, fun",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, made, bombs, for",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, made, bombs, for, fun",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, on, outskirts",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, of, Murray",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, of, Utah",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, on, outskirts, of, Murray",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, on, outskirts, of, Utah",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, were, said, to, have, made, bombs",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, were, said, to, have, made, for, fun",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, were, said, to, have, made, bombs, for, fun",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, were, said, to, have, made, bombs, on, outskirts, of, Murray",predicate_not_grounded
sent_0265,"He and his friends were said to have made bombs for fun on the outskirts of Murray , Utah .",He,and,"friends, were, said, to, have, made, bombs, on, outskirts, of, Utah",predicate_not_grounded
sent_0268,Butters Drive in the Canberra suburb of Phillip is named in his honour .,Drive,in,Phillip,predicate_not_grounded
sent_0268,Butters Drive in the Canberra suburb of Phillip is named in his honour .,Drive,in,Canberra,predicate_not_grounded
sent_0269,"Afterward he has joined Emma Frost 's Academy of Tomorrow , a school for gifted beings .",he,joined,a,object_not_grounded
sent_0269,"Afterward he has joined Emma Frost 's Academy of Tomorrow , a school for gifted beings .",he,joined,for,object_not_grounded
sent_0270,After this she became very ill with a severe cold or pneumonia .,She,had,cold,predicate_not_grounded
sent_0270,After this she became very ill with a severe cold or pneumonia .,She,had,pneumonia,predicate_not_grounded
sent_0272,"As she reads the articles , she also makes veiled references and innuendo relating to the slang use of `` beaver '' .",She,relates,slang use,predicate_not_grounded
