sentence_id,sentence,Subject,Predicate,Object
dev_0128,The school was founded in 1851 as the German-English Academy by a group of Milwaukee German Americans that included educationist Peter Engelmann and hardware wholesaler William Frankfurth .,Peter Engelmann,was,an educationist
dev_0128,The school was founded in 1851 as the German-English Academy by a group of Milwaukee German Americans that included educationist Peter Engelmann and hardware wholesaler William Frankfurth .,William Frankfurth,was,a hardware wholesaler
dev_0128,The school was founded in 1851 as the German-English Academy by a group of Milwaukee German Americans that included educationist Peter Engelmann and hardware wholesaler William Frankfurth .,The group,included,Peter Engelmann and William Frankfurth
dev_0164,Sligo town then became an incorporated municipal borough with a Royal Charter issued by the British King James I in 1613/14 .,Sligo town,became,an incorporated municipal borough
dev_0164,Sligo town then became an incorporated municipal borough with a Royal Charter issued by the British King James I in 1613/14 .,Sligo town,had,a Royal Charter
dev_0164,Sligo town then became an incorporated municipal borough with a Royal Charter issued by the British King James I in 1613/14 .,a Royal Charter,was issued by,the British King James I
dev_0164,Sligo town then became an incorporated municipal borough with a Royal Charter issued by the British King James I in 1613/14 .,Sligo,was,a town
dev_0164,Sligo town then became an incorporated municipal borough with a Royal Charter issued by the British King James I in 1613/14 .,King James I,is in,Britain
dev_0164,Sligo town then became an incorporated municipal borough with a Royal Charter issued by the British King James I in 1613/14 .,King James I,is,British
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",Greek pagans,saw their relations with the gods in,political terms
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",Greek pagans,saw their relations with the gods in,social terms
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",Roman pagans,saw their relations with the gods in,political terms
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",Roman pagans,saw their relations with the gods in,social terms
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",Greek pagans,had relations with,the gods
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",Roman pagans,had relations with,the gods
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",Greek pagans,scorned,the man who constantly trembled with fear at the thought of the gods
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",Roman pagans,scorned,the man who constantly trembled with fear at the thought of the gods
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",the man,trembled with fear at,the thought of the gods
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",a slave,might fear,a cruel master
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",a slave,might fear,a capricious master
dev_0026,"Greek and Roman pagans , who saw their relations with the gods in political and social terms , scorned the man who constantly trembled with fear at the thought of the gods , as a slave might fear a cruel and capricious master .",the man,trembled with fear as a slave might fear a cruel and capricious master at,the thought of the gods
dev_0097,The neighborhood comprises an older industrial and residential harbor front area along the Kill Van Kull west of St. George .,The neighborhood,comprises,an older industrial harbor front area
dev_0097,The neighborhood comprises an older industrial and residential harbor front area along the Kill Van Kull west of St. George .,The neighborhood,comprises,an older residential harbor front area
dev_0097,The neighborhood comprises an older industrial and residential harbor front area along the Kill Van Kull west of St. George .,the Kill Van Kull,is,west of St. George
dev_0265,The department came under grant-in-aid scheme of Government of Karnataka in 1992 .,The department,came under,grant-in-aid scheme of Government of Karnataka
dev_0265,The department came under grant-in-aid scheme of Government of Karnataka in 1992 .,Government of Karnataka,had,a grant-in-aid scheme
